id,hex,flight,reason,lat,lon,alt,josiah_reflection,flagged_at,created_at
1,acadb6,"N916HT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.328415,-119.030396,1725,TIER 2 ALERT: Aircraft N916HT   conducting low-altitude surveillance at 1725ft. Pattern consistent with proximity monitoring.,2025-08-08 04:00:42.771207+00,2025-10-07 12:19:03.583891+00
2,a25cdf,"N251TA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.42765,-119.202126,1925,TIER 2 ALERT: Aircraft N251TA   conducting low-altitude surveillance at 1925ft. Pattern consistent with proximity monitoring.,2025-08-02 17:52:50.176502+00,2025-10-07 12:19:03.583891+00
3,a9a38f,"N720AC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.460144,-119.043587,1500,TIER 2 ALERT: Aircraft N720AC   conducting low-altitude surveillance at 1500ft. Pattern consistent with proximity monitoring.,2025-08-21 20:21:47.609977+00,2025-10-07 12:19:03.583891+00
4,aaa74e,"N786FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.488911,-119.177002,975,TIER 2 ALERT: Aircraft N786FA   conducting low-altitude surveillance at 975ft. Pattern consistent with proximity monitoring.,2025-08-07 23:44:33.061928+00,2025-10-07 12:19:03.583891+00
5,a9efe7,"N73977  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.417919,-119.04055,800,TIER 2 ALERT: Aircraft N73977   conducting low-altitude surveillance at 800ft. Pattern consistent with proximity monitoring.,2025-07-31 02:00:04.060765+00,2025-10-07 12:19:03.583891+00
6,a9f0b4,"N74FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.498318,-119.185005,675,TIER 2 ALERT: Aircraft N74FF    conducting low-altitude surveillance at 675ft. Pattern consistent with proximity monitoring.,2025-07-16 21:40:26.576393+00,2025-10-07 12:19:03.583891+00
7,a5df05,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.517635,-119.218376,1300,TIER 1 ALERT: Ghost Entry Protocol - Aircraft A5DF05 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-07-31 02:03:01.699204+00,2025-10-07 12:19:03.583891+00
8,a5bd95,"N4691R  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.303402,-119.008698,1000,TIER 2 ALERT: Aircraft N4691R   conducting low-altitude surveillance at 1000ft. Pattern consistent with proximity monitoring.,2025-08-20 20:52:06.180416+00,2025-10-07 12:19:03.583891+00
9,aaa74e,"N786FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.271374,-118.968788,1900,TIER 2 ALERT: Aircraft N786FA   conducting low-altitude surveillance at 1900ft. Pattern consistent with proximity monitoring.,2025-08-22 23:36:22.783574+00,2025-10-07 12:19:03.583891+00
10,a27ea8,"N26WR   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.443863,-119.068047,1125,TIER 2 ALERT: Aircraft N26WR    conducting low-altitude surveillance at 1125ft. Pattern consistent with proximity monitoring.,2025-08-19 22:43:21.032472+00,2025-10-07 12:19:03.583891+00
11,a22195,"N2363K  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.424809,-119.104362,1300,TIER 2 ALERT: Aircraft N2363K   conducting low-altitude surveillance at 1300ft. Pattern consistent with proximity monitoring.,2025-08-01 19:45:27.51891+00,2025-10-07 12:19:03.583891+00
12,a4c693,"N4069W  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.300282,-118.994553,650,TIER 2 ALERT: Aircraft N4069W   conducting low-altitude surveillance at 650ft. Pattern consistent with proximity monitoring.,2025-08-02 17:03:15.444798+00,2025-10-07 12:19:03.583891+00
13,a034c6,"N112MT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.387569,-119.006187,675,TIER 2 ALERT: Aircraft N112MT   conducting low-altitude surveillance at 675ft. Pattern consistent with proximity monitoring.,2025-08-19 03:30:41.674745+00,2025-10-07 12:19:03.583891+00
14,a1a615,"N205RH  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.390991,-118.97821,1300,TIER 2 ALERT: Aircraft N205RH   conducting low-altitude surveillance at 1300ft. Pattern consistent with proximity monitoring.,2025-07-17 01:00:03.467728+00,2025-10-07 12:19:03.583891+00
15,a5df05,"N478CA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.483643,-119.188156,1100,TIER 2 ALERT: Aircraft N478CA   conducting low-altitude surveillance at 1100ft. Pattern consistent with proximity monitoring.,2025-07-31 01:46:02.385207+00,2025-10-07 12:19:03.583891+00
16,abb764,"N854ND  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.487579,-119.171677,875,TIER 2 ALERT: Aircraft N854ND   conducting low-altitude surveillance at 875ft. Pattern consistent with proximity monitoring.,2025-08-28 22:45:03.832963+00,2025-10-07 12:19:03.583891+00
17,a6c12b,"N534VG  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.514542,-119.139862,1375,TIER 2 ALERT: Aircraft N534VG   conducting low-altitude surveillance at 1375ft. Pattern consistent with proximity monitoring.,2025-07-17 19:27:59.746306+00,2025-10-07 12:19:03.583891+00
18,aabc3a,"N791FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.420483,-119.043587,750,TIER 2 ALERT: Aircraft N791FA   conducting low-altitude surveillance at 750ft. Pattern consistent with proximity monitoring.,2025-08-27 05:19:33.403058+00,2025-10-07 12:19:03.583891+00
19,acadb6,"N916HT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.428116,-119.052757,475,TIER 2 ALERT: Aircraft N916HT   conducting low-altitude surveillance at 475ft. Pattern consistent with proximity monitoring.,2025-08-11 21:21:56.059687+00,2025-10-07 12:19:03.583891+00
20,a5d6c2,"N4755P  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.432419,-119.054436,375,TIER 2 ALERT: Aircraft N4755P   conducting low-altitude surveillance at 375ft. Pattern consistent with proximity monitoring.,2025-08-03 17:30:53.833077+00,2025-10-07 12:19:03.583891+00
21,adee39,"N997SE  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.492523,-119.196342,875,TIER 2 ALERT: Aircraft N997SE   conducting low-altitude surveillance at 875ft. Pattern consistent with proximity monitoring.,2025-08-21 19:01:08.809505+00,2025-10-07 12:19:03.583891+00
22,a5399b,"N436CA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.461353,-119.152512,1625,TIER 2 ALERT: Aircraft N436CA   conducting low-altitude surveillance at 1625ft. Pattern consistent with proximity monitoring.,2025-08-22 00:17:40.466225+00,2025-10-07 12:19:03.583891+00
23,a9f0b4,"N74FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.289001,-119.226837,1125,TIER 2 ALERT: Aircraft N74FF    conducting low-altitude surveillance at 1125ft. Pattern consistent with proximity monitoring.,2025-07-30 14:21:29.844712+00,2025-10-07 12:19:03.583891+00
24,acad84,"N916FT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.452835,-119.085159,1900,TIER 2 ALERT: Aircraft N916FT   conducting low-altitude surveillance at 1900ft. Pattern consistent with proximity monitoring.,2025-08-12 19:46:39.709254+00,2025-10-07 12:19:03.583891+00
25,a81365,"N6196P  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.426437,-119.050835,500,TIER 2 ALERT: Aircraft N6196P   conducting low-altitude surveillance at 500ft. Pattern consistent with proximity monitoring.,2025-07-31 23:27:03.362917+00,2025-10-07 12:19:03.583891+00
26,acad84,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.423378,-119.048164,0,TIER 1 ALERT: Ghost Entry Protocol - Aircraft ACAD84 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-12 19:41:36.092751+00,2025-10-07 12:19:03.583891+00
27,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.410217,-119.060616,1075,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1075ft. Pattern consistent with proximity monitoring.,2025-07-19 01:43:32.469941+00,2025-10-07 12:19:03.583891+00
28,a84176,"N631AC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.414196,-118.984268,1600,TIER 2 ALERT: Aircraft N631AC   conducting low-altitude surveillance at 1600ft. Pattern consistent with proximity monitoring.,2025-07-17 18:41:11.412603+00,2025-10-07 12:19:03.583891+00
29,ab5031,"N828SP  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.432373,-119.054375,400,TIER 2 ALERT: Aircraft N828SP   conducting low-altitude surveillance at 400ft. Pattern consistent with proximity monitoring.,2025-08-19 22:50:59.610982+00,2025-10-07 12:19:03.583891+00
30,a4057a,"N3584S  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.503296,-119.246307,1625,TIER 2 ALERT: Aircraft N3584S   conducting low-altitude surveillance at 1625ft. Pattern consistent with proximity monitoring.,2025-08-02 22:13:35.701522+00,2025-10-07 12:19:03.583891+00
31,a7f312,"N611GG  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.427246,-119.051743,600,TIER 2 ALERT: Aircraft N611GG   conducting low-altitude surveillance at 600ft. Pattern consistent with proximity monitoring.,2025-08-26 03:49:36.317059+00,2025-10-07 12:19:03.583891+00
32,aaa74e,"N786FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.317272,-119.001274,1625,TIER 2 ALERT: Aircraft N786FA   conducting low-altitude surveillance at 1625ft. Pattern consistent with proximity monitoring.,2025-08-22 23:38:20.799984+00,2025-10-07 12:19:03.583891+00
33,a9d136,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.42585,-119.044945,0,TIER 1 ALERT: Ghost Entry Protocol - Aircraft A9D136 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-21 20:11:27.427845+00,2025-10-07 12:19:03.583891+00
34,a9a1b6,"N72FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.427883,-119.052528,450,TIER 2 ALERT: Aircraft N72FF    conducting low-altitude surveillance at 450ft. Pattern consistent with proximity monitoring.,2025-08-03 21:32:07.4616+00,2025-10-07 12:19:03.583891+00
35,abb764,"N854ND  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.424484,-119.083794,1500,TIER 2 ALERT: Aircraft N854ND   conducting low-altitude surveillance at 1500ft. Pattern consistent with proximity monitoring.,2025-07-31 02:48:03.369142+00,2025-10-07 12:19:03.583891+00
36,a1efe9,"N224AM  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.432922,-119.007912,1200,TIER 2 ALERT: Aircraft N224AM   conducting low-altitude surveillance at 1200ft. Pattern consistent with proximity monitoring.,2025-07-20 05:58:24.600757+00,2025-10-07 12:19:03.583891+00
37,a5bd95,"N4691R  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.334778,-119.026115,1500,TIER 2 ALERT: Aircraft N4691R   conducting low-altitude surveillance at 1500ft. Pattern consistent with proximity monitoring.,2025-07-17 04:18:18.361887+00,2025-10-07 12:19:03.583891+00
38,a18ee8,"N2SG    ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.438869,-119.120255,1200,TIER 2 ALERT: Aircraft N2SG     conducting low-altitude surveillance at 1200ft. Pattern consistent with proximity monitoring.,2025-08-19 20:16:00.494077+00,2025-10-07 12:19:03.583891+00
39,a4d28c,"N41HX   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.513771,-119.14772,1200,TIER 2 ALERT: Aircraft N41HX    conducting low-altitude surveillance at 1200ft. Pattern consistent with proximity monitoring.,2025-07-16 22:43:51.763716+00,2025-10-07 12:19:03.583891+00
40,a18ee8,"N2SG    ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.413265,-119.052353,1300,TIER 2 ALERT: Aircraft N2SG     conducting low-altitude surveillance at 1300ft. Pattern consistent with proximity monitoring.,2025-08-12 19:50:04.226363+00,2025-10-07 12:19:03.583891+00
41,aabc3a,"N791FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.423721,-119.078293,1525,TIER 2 ALERT: Aircraft N791FA   conducting low-altitude surveillance at 1525ft. Pattern consistent with proximity monitoring.,2025-08-21 04:03:04.009916+00,2025-10-07 12:19:03.583891+00
42,a18794,"N198TH  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.514702,-119.213409,1150,TIER 2 ALERT: Aircraft N198TH   conducting low-altitude surveillance at 1150ft. Pattern consistent with proximity monitoring.,2025-07-17 00:41:04.52676+00,2025-10-07 12:19:03.583891+00
43,a0a736,"N141JG  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.442764,-119.074974,1300,TIER 2 ALERT: Aircraft N141JG   conducting low-altitude surveillance at 1300ft. Pattern consistent with proximity monitoring.,2025-08-02 17:32:35.593631+00,2025-10-07 12:19:03.583891+00
44,acadb6,"N916HT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.605663,-119.129257,1650,TIER 2 ALERT: Aircraft N916HT   conducting low-altitude surveillance at 1650ft. Pattern consistent with proximity monitoring.,2025-07-19 02:29:57.849779+00,2025-10-07 12:19:03.583891+00
45,a9a1b6,"N72FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.463028,-119.104942,1775,TIER 2 ALERT: Aircraft N72FF    conducting low-altitude surveillance at 1775ft. Pattern consistent with proximity monitoring.,2025-08-07 20:52:34.309572+00,2025-10-07 12:19:03.583891+00
46,acadb6,"N916HT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.432831,-119.294586,1375,TIER 2 ALERT: Aircraft N916HT   conducting low-altitude surveillance at 1375ft. Pattern consistent with proximity monitoring.,2025-08-11 14:40:29.339665+00,2025-10-07 12:19:03.583891+00
47,a84176,"N631AC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.42395,-118.948341,1500,TIER 2 ALERT: Aircraft N631AC   conducting low-altitude surveillance at 1500ft. Pattern consistent with proximity monitoring.,2025-07-17 18:44:09.807401+00,2025-10-07 12:19:03.583891+00
48,a9efe7,"N73977  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.417175,-119.039726,700,TIER 2 ALERT: Aircraft N73977   conducting low-altitude surveillance at 700ft. Pattern consistent with proximity monitoring.,2025-07-31 02:13:01.783401+00,2025-10-07 12:19:03.583891+00
49,ad177f,"N9424E  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.493576,-119.179749,750,TIER 2 ALERT: Aircraft N9424E   conducting low-altitude surveillance at 750ft. Pattern consistent with proximity monitoring.,2025-08-28 21:25:12.732825+00,2025-10-07 12:19:03.583891+00
50,a5df05,"N478CA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.486164,-119.194122,1275,TIER 2 ALERT: Aircraft N478CA   conducting low-altitude surveillance at 1275ft. Pattern consistent with proximity monitoring.,2025-08-03 21:24:05.498863+00,2025-10-07 12:19:03.583891+00
51,a53130,"N4334J  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.302376,-119.006241,1000,TIER 2 ALERT: Aircraft N4334J   conducting low-altitude surveillance at 1000ft. Pattern consistent with proximity monitoring.,2025-08-12 21:01:29.541653+00,2025-10-07 12:19:03.583891+00
52,a80a97,"SKW4724 ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.42886,-119.050133,325,TIER 2 ALERT: Aircraft SKW4724  conducting low-altitude surveillance at 325ft. Pattern consistent with proximity monitoring.,2025-08-02 13:19:59.579587+00,2025-10-07 12:19:03.583891+00
53,aaa74e,"N786FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.498657,-119.217972,1500,TIER 2 ALERT: Aircraft N786FA   conducting low-altitude surveillance at 1500ft. Pattern consistent with proximity monitoring.,2025-08-19 04:38:25.858424+00,2025-10-07 12:19:03.583891+00
54,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.405319,-118.945374,1425,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1425ft. Pattern consistent with proximity monitoring.,2025-07-19 02:28:32.752614+00,2025-10-07 12:19:03.583891+00
55,ab5031,"N828SP  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.244232,-118.977074,1875,TIER 2 ALERT: Aircraft N828SP   conducting low-altitude surveillance at 1875ft. Pattern consistent with proximity monitoring.,2025-08-19 04:24:03.548135+00,2025-10-07 12:19:03.583891+00
56,a4b6c2,"N4022W  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.491013,-119.189415,875,TIER 2 ALERT: Aircraft N4022W   conducting low-altitude surveillance at 875ft. Pattern consistent with proximity monitoring.,2025-08-02 21:35:47.138236+00,2025-10-07 12:19:03.583891+00
57,a9f0b4,"N74FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.437145,-119.087822,1425,TIER 2 ALERT: Aircraft N74FF    conducting low-altitude surveillance at 1425ft. Pattern consistent with proximity monitoring.,2025-08-02 21:33:46.809915+00,2025-10-07 12:19:03.583891+00
58,a9d136,"N73103  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.342514,-119.1259,1575,TIER 2 ALERT: Aircraft N73103   conducting low-altitude surveillance at 1575ft. Pattern consistent with proximity monitoring.,2025-07-31 23:54:03.875316+00,2025-10-07 12:19:03.583891+00
59,a0f355,"SKW4737 ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.420296,-119.039787,825,TIER 2 ALERT: Aircraft SKW4737  conducting low-altitude surveillance at 825ft. Pattern consistent with proximity monitoring.,2025-07-20 05:32:09.402938+00,2025-10-07 12:19:03.583891+00
60,acada0,"N916GW  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.373093,-118.982796,1925,TIER 2 ALERT: Aircraft N916GW   conducting low-altitude surveillance at 1925ft. Pattern consistent with proximity monitoring.,2025-08-02 16:42:12.236514+00,2025-10-07 12:19:03.583891+00
61,a4057a,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.559906,-119.366516,2775,TIER 1 ALERT: Ghost Entry Protocol - Aircraft A4057A operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-02 21:34:18.335293+00,2025-10-07 12:19:03.583891+00
62,aca2b4,"N913KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.408936,-119.000984,1100,TIER 2 ALERT: Aircraft N913KC   conducting low-altitude surveillance at 1100ft. Pattern consistent with proximity monitoring.,2025-08-28 21:32:03.034201+00,2025-10-07 12:19:03.583891+00
63,a18794,"N198TH  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.439426,-119.041191,1700,TIER 2 ALERT: Aircraft N198TH   conducting low-altitude surveillance at 1700ft. Pattern consistent with proximity monitoring.,2025-08-22 00:17:54.474118+00,2025-10-07 12:19:03.583891+00
64,a5df05,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.438507,-119.065361,575,TIER 1 ALERT: Ghost Entry Protocol - Aircraft A5DF05 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-01 20:40:07.942801+00,2025-10-07 12:19:03.583891+00
65,a0f355,"SKW4737 ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.438095,-119.061356,500,TIER 2 ALERT: Aircraft SKW4737  conducting low-altitude surveillance at 500ft. Pattern consistent with proximity monitoring.,2025-07-20 05:32:51.421085+00,2025-10-07 12:19:03.583891+00
66,abb764,"N854ND  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.463226,-119.136948,1475,TIER 2 ALERT: Aircraft N854ND   conducting low-altitude surveillance at 1475ft. Pattern consistent with proximity monitoring.,2025-07-31 02:46:02.807448+00,2025-10-07 12:19:03.583891+00
67,aabc3a,"N791FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.430164,-119.055275,475,TIER 2 ALERT: Aircraft N791FA   conducting low-altitude surveillance at 475ft. Pattern consistent with proximity monitoring.,2025-07-21 17:06:27.493043+00,2025-10-07 12:19:03.583891+00
68,aab273,"N789FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.432053,-119.054031,650,TIER 2 ALERT: Aircraft N789FA   conducting low-altitude surveillance at 650ft. Pattern consistent with proximity monitoring.,2025-08-22 00:15:44.722426+00,2025-10-07 12:19:03.583891+00
69,a91950,"N6858X  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.30191,-119.008347,1100,TIER 2 ALERT: Aircraft N6858X   conducting low-altitude surveillance at 1100ft. Pattern consistent with proximity monitoring.,2025-07-19 01:41:03.223477+00,2025-10-07 12:19:03.583891+00
70,a9efe7,"N73977  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.417782,-119.040375,800,TIER 2 ALERT: Aircraft N73977   conducting low-altitude surveillance at 800ft. Pattern consistent with proximity monitoring.,2025-07-31 01:40:05.086444+00,2025-10-07 12:19:03.583891+00
71,aafac1,"N80616  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.429325,-119.077248,1500,TIER 2 ALERT: Aircraft N80616   conducting low-altitude surveillance at 1500ft. Pattern consistent with proximity monitoring.,2025-08-21 19:01:46.180486+00,2025-10-07 12:19:03.583891+00
72,aabc3a,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.522709,-119.217323,1075,TIER 1 ALERT: Ghost Entry Protocol - Aircraft AABC3A operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-24 21:02:17.26034+00,2025-10-07 12:19:03.583891+00
73,aab273,"N789FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.432465,-119.054489,475,TIER 2 ALERT: Aircraft N789FA   conducting low-altitude surveillance at 475ft. Pattern consistent with proximity monitoring.,2025-08-19 04:24:02.29221+00,2025-10-07 12:19:03.583891+00
74,ad0892,"N939RC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.438076,-119.061409,1200,TIER 2 ALERT: Aircraft N939RC   conducting low-altitude surveillance at 1200ft. Pattern consistent with proximity monitoring.,2025-07-20 05:52:23.688105+00,2025-10-07 12:19:03.583891+00
75,aaa74e,"N786FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.408192,-119.063629,1550,TIER 2 ALERT: Aircraft N786FA   conducting low-altitude surveillance at 1550ft. Pattern consistent with proximity monitoring.,2025-07-17 04:14:26.027422+00,2025-10-07 12:19:03.583891+00
76,a255ed,"N25J    ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.242977,-119.060532,875,TIER 2 ALERT: Aircraft N25J     conducting low-altitude surveillance at 875ft. Pattern consistent with proximity monitoring.,2025-08-02 17:10:16.836568+00,2025-10-07 12:19:03.583891+00
77,~29825f,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.546585,-119.11348,5000,TIER 1 ALERT: Ghost Entry Protocol - Aircraft ~29825F operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-07-17 21:02:09.33056+00,2025-10-07 12:19:03.583891+00
78,a0a736,"N141JG  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.324211,-119.035057,1600,TIER 2 ALERT: Aircraft N141JG   conducting low-altitude surveillance at 1600ft. Pattern consistent with proximity monitoring.,2025-08-02 16:42:11.926946+00,2025-10-07 12:19:03.583891+00
79,acada0,"N916GW  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.48328,-119.195,1100,TIER 2 ALERT: Aircraft N916GW   conducting low-altitude surveillance at 1100ft. Pattern consistent with proximity monitoring.,2025-08-19 14:13:14.214328+00,2025-10-07 12:19:03.583891+00
80,aca2b4,"N913KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.345032,-119.095802,950,TIER 2 ALERT: Aircraft N913KC   conducting low-altitude surveillance at 950ft. Pattern consistent with proximity monitoring.,2025-07-17 07:06:03.651428+00,2025-10-07 12:19:03.583891+00
81,a85be0,"N6786   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.322765,-118.997421,1050,TIER 2 ALERT: Aircraft N6786    conducting low-altitude surveillance at 1050ft. Pattern consistent with proximity monitoring.,2025-08-22 00:17:41.791585+00,2025-10-07 12:19:03.583891+00
82,~29bfeb,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.218597,-118.889893,7200,TIER 1 ALERT: Ghost Entry Protocol - Aircraft ~29BFEB operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-02 18:49:01.776121+00,2025-10-07 12:19:03.583891+00
83,ad9cfe,"        ",[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.30098,-119.035461,5200,TIER 1 ALERT: Ghost Entry Protocol - Aircraft AD9CFE operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-19 07:24:39.062688+00,2025-10-07 12:19:03.583891+00
