id,hex,flight,reason,lat,lon,alt,josiah_reflection,flagged_at,created_at
20979,a0a736,"N141JG  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.393154,-119.006889,1500,TIER 2 ALERT: Aircraft N141JG   conducting low-altitude surveillance at 1500ft. Pattern consistent with proximity monitoring.,2025-08-02 17:22:26.703809+00,2025-10-07 12:44:23.920626+00
20980,a06486,"N124WD  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.229336,-119.064095,1200,TIER 2 ALERT: Aircraft N124WD   conducting low-altitude surveillance at 1200ft. Pattern consistent with proximity monitoring.,2025-08-04 17:02:41.294077+00,2025-10-07 12:44:23.920626+00
20981,a9a38f,"N720AC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.43412,-118.980293,1400,TIER 2 ALERT: Aircraft N720AC   conducting low-altitude surveillance at 1400ft. Pattern consistent with proximity monitoring.,2025-08-21 19:00:10.483732+00,2025-10-07 12:44:23.920626+00
20982,a4bade,"N4035S  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.500317,-119.184189,500,TIER 2 ALERT: Aircraft N4035S   conducting low-altitude surveillance at 500ft. Pattern consistent with proximity monitoring.,2025-07-16 21:50:23.380293+00,2025-10-07 12:44:23.920626+00
20983,a9f0b4,"N74FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.490829,-119.19445,1200,TIER 2 ALERT: Aircraft N74FF    conducting low-altitude surveillance at 1200ft. Pattern consistent with proximity monitoring.,2025-07-19 20:52:56.656863+00,2025-10-07 12:44:23.920626+00
20984,a5bd95,"N4691R  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.340595,-119.00338,1000,TIER 2 ALERT: Aircraft N4691R   conducting low-altitude surveillance at 1000ft. Pattern consistent with proximity monitoring.,2025-07-17 18:43:10.302862+00,2025-10-07 12:44:23.920626+00
20985,a4d8a6,"N411JG  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.424717,-119.048729,600,TIER 2 ALERT: Aircraft N411JG   conducting low-altitude surveillance at 600ft. Pattern consistent with proximity monitoring.,2025-08-08 20:55:38.093339+00,2025-10-07 12:44:23.920626+00
20986,acad1d,"N916BQ  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.411961,-119.033302,950,TIER 2 ALERT: Aircraft N916BQ   conducting low-altitude surveillance at 950ft. Pattern consistent with proximity monitoring.,2025-08-28 21:28:05.870121+00,2025-10-07 12:44:23.920626+00
20987,a0681c,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.436077,-119.055084,0,TIER 1 ALERT: Ghost Entry Protocol - Aircraft A0681C operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-07 03:50:24.846336+00,2025-10-07 12:44:23.920626+00
20988,a3a87f,"N335BD  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.625359,-119.177055,1500,TIER 2 ALERT: Aircraft N335BD   conducting low-altitude surveillance at 1500ft. Pattern consistent with proximity monitoring.,2025-08-21 18:58:07.889655+00,2025-10-07 12:44:23.920626+00
20989,ac831d,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.314957,-119.392548,10600,TIER 1 ALERT: Ghost Entry Protocol - Aircraft AC831D operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-11 21:24:34.708766+00,2025-10-07 12:44:23.920626+00
20990,a97a37,"N71FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.423996,-119.047791,450,TIER 2 ALERT: Aircraft N71FF    conducting low-altitude surveillance at 450ft. Pattern consistent with proximity monitoring.,2025-08-02 22:14:43.475479+00,2025-10-07 12:44:23.920626+00
20991,acadb6,"N916HT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.407425,-119.05426,1350,TIER 2 ALERT: Aircraft N916HT   conducting low-altitude surveillance at 1350ft. Pattern consistent with proximity monitoring.,2025-07-19 02:48:58.604868+00,2025-10-07 12:44:23.920626+00
20992,a9d136,"N73103  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.414383,-119.060387,1525,TIER 2 ALERT: Aircraft N73103   conducting low-altitude surveillance at 1525ft. Pattern consistent with proximity monitoring.,2025-08-21 20:56:08.21541+00,2025-10-07 12:44:23.920626+00
20993,ae038a,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.500851,-119.105705,26000,TIER 1 ALERT: Ghost Entry Protocol - Aircraft AE038A operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-07 20:09:31.977312+00,2025-10-07 12:44:23.920626+00
20994,acada0,"N916GW  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.423553,-119.073158,1450,TIER 2 ALERT: Aircraft N916GW   conducting low-altitude surveillance at 1450ft. Pattern consistent with proximity monitoring.,2025-08-19 04:03:18.66011+00,2025-10-07 12:44:23.920626+00
20995,a4c693,"N4069W  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.420155,-119.067543,1650,TIER 2 ALERT: Aircraft N4069W   conducting low-altitude surveillance at 1650ft. Pattern consistent with proximity monitoring.,2025-08-02 16:58:12.166073+00,2025-10-07 12:44:23.920626+00
20996,a6edd5,"N5457J  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.31625,-119.003204,1625,TIER 2 ALERT: Aircraft N5457J   conducting low-altitude surveillance at 1625ft. Pattern consistent with proximity monitoring.,2025-07-20 02:01:25.759573+00,2025-10-07 12:44:23.920626+00
20997,acae33,"N916NT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.516285,-119.22702,1275,TIER 2 ALERT: Aircraft N916NT   conducting low-altitude surveillance at 1275ft. Pattern consistent with proximity monitoring.,2025-07-16 21:44:55.008703+00,2025-10-07 12:44:23.920626+00
20998,a0e136,"N156HP  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.589752,-119.340134,1825,TIER 2 ALERT: Aircraft N156HP   conducting low-altitude surveillance at 1825ft. Pattern consistent with proximity monitoring.,2025-08-02 16:08:41.75236+00,2025-10-07 12:44:23.920626+00
20999,ab34bb,"N821BR  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.409531,-119.030396,900,TIER 2 ALERT: Aircraft N821BR   conducting low-altitude surveillance at 900ft. Pattern consistent with proximity monitoring.,2025-07-17 18:43:09.536124+00,2025-10-07 12:44:23.920626+00
21000,a97a37,"N71FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.445648,-119.075317,1250,TIER 2 ALERT: Aircraft N71FF    conducting low-altitude surveillance at 1250ft. Pattern consistent with proximity monitoring.,2025-07-16 21:36:23.834081+00,2025-10-07 12:44:23.920626+00
21001,a4b6c2,"N4022W  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.412094,-119.03521,775,TIER 2 ALERT: Aircraft N4022W   conducting low-altitude surveillance at 775ft. Pattern consistent with proximity monitoring.,2025-08-02 16:36:44.678994+00,2025-10-07 12:44:23.920626+00
21002,a9e538,"N737BU  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.482956,-119.184608,1200,TIER 2 ALERT: Aircraft N737BU   conducting low-altitude surveillance at 1200ft. Pattern consistent with proximity monitoring.,2025-07-17 14:32:26.067647+00,2025-10-07 12:44:23.920626+00
21003,a97a37,"N71FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.427155,-119.051628,350,TIER 2 ALERT: Aircraft N71FF    conducting low-altitude surveillance at 350ft. Pattern consistent with proximity monitoring.,2025-08-02 22:15:44.097923+00,2025-10-07 12:44:23.920626+00
21004,aca2b4,"N913KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.409027,-118.975449,1200,TIER 2 ALERT: Aircraft N913KC   conducting low-altitude surveillance at 1200ft. Pattern consistent with proximity monitoring.,2025-08-28 21:31:06.775857+00,2025-10-07 12:44:23.920626+00
21005,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.308804,-119.064156,1200,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1200ft. Pattern consistent with proximity monitoring.,2025-07-20 05:49:41.7596+00,2025-10-07 12:44:23.920626+00
21006,ab07f5,"N81KS   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.445526,-119.070114,1025,TIER 2 ALERT: Aircraft N81KS    conducting low-altitude surveillance at 1025ft. Pattern consistent with proximity monitoring.,2025-08-20 20:52:16.581222+00,2025-10-07 12:44:23.920626+00
21007,a4b6c2,"N4022W  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.425186,-119.049278,325,TIER 2 ALERT: Aircraft N4022W   conducting low-altitude surveillance at 325ft. Pattern consistent with proximity monitoring.,2025-08-02 16:37:45.026542+00,2025-10-07 12:44:23.920626+00
21008,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.339447,-118.841003,1225,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1225ft. Pattern consistent with proximity monitoring.,2025-07-19 01:57:41.191831+00,2025-10-07 12:44:23.920626+00
21009,a9b128,"N72306  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.59021,-119.248177,1350,TIER 2 ALERT: Aircraft N72306   conducting low-altitude surveillance at 1350ft. Pattern consistent with proximity monitoring.,2025-07-24 13:30:15.46844+00,2025-10-07 12:44:23.920626+00
21010,aab883,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.48933,-119.189041,1100,TIER 1 ALERT: Ghost Entry Protocol - Aircraft AAB883 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-08 20:44:18.576795+00,2025-10-07 12:44:23.920626+00
21011,aab883,"N790FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.428116,-119.052818,450,TIER 2 ALERT: Aircraft N790FA   conducting low-altitude surveillance at 450ft. Pattern consistent with proximity monitoring.,2025-08-07 00:25:15.91191+00,2025-10-07 12:44:23.920626+00
21012,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.407398,-118.95266,1400,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1400ft. Pattern consistent with proximity monitoring.,2025-07-19 02:28:54.48752+00,2025-10-07 12:44:23.920626+00
21013,a4cef4,"N409KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.383331,-118.928291,1400,TIER 2 ALERT: Aircraft N409KC   conducting low-altitude surveillance at 1400ft. Pattern consistent with proximity monitoring.,2025-08-28 22:00:45.927808+00,2025-10-07 12:44:23.920626+00
21014,ab5031,"N828SP  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.309826,-119.001801,1950,TIER 2 ALERT: Aircraft N828SP   conducting low-altitude surveillance at 1950ft. Pattern consistent with proximity monitoring.,2025-08-19 04:29:32.97874+00,2025-10-07 12:44:23.920626+00
21015,abb764,"N854ND  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.487423,-119.177643,875,TIER 2 ALERT: Aircraft N854ND   conducting low-altitude surveillance at 875ft. Pattern consistent with proximity monitoring.,2025-07-31 02:23:02.601509+00,2025-10-07 12:44:23.920626+00
21016,a535e4,"N435CA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.44585,-119.09478,1650,TIER 2 ALERT: Aircraft N435CA   conducting low-altitude surveillance at 1650ft. Pattern consistent with proximity monitoring.,2025-08-22 00:32:52.65123+00,2025-10-07 12:44:23.920626+00
21017,ad177f,"N9424E  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.615162,-119.348045,450,TIER 2 ALERT: Aircraft N9424E   conducting low-altitude surveillance at 450ft. Pattern consistent with proximity monitoring.,2025-07-17 19:24:28.333096+00,2025-10-07 12:44:23.920626+00
21018,a0492b,"N1174U  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.244415,-119.044876,1800,TIER 2 ALERT: Aircraft N1174U   conducting low-altitude surveillance at 1800ft. Pattern consistent with proximity monitoring.,2025-08-02 17:11:24.488299+00,2025-10-07 12:44:23.920626+00
21019,acada0,"N916GW  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.42688,-119.047852,725,TIER 2 ALERT: Aircraft N916GW   conducting low-altitude surveillance at 725ft. Pattern consistent with proximity monitoring.,2025-08-08 04:12:00.070724+00,2025-10-07 12:44:23.920626+00
21020,aca2b4,"N913KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.338852,-119.006248,1000,TIER 2 ALERT: Aircraft N913KC   conducting low-altitude surveillance at 1000ft. Pattern consistent with proximity monitoring.,2025-08-28 21:25:13.809536+00,2025-10-07 12:44:23.920626+00
21021,acadb6,"N916HT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.370346,-119.048309,1500,TIER 2 ALERT: Aircraft N916HT   conducting low-altitude surveillance at 1500ft. Pattern consistent with proximity monitoring.,2025-08-19 03:57:54.065336+00,2025-10-07 12:44:23.920626+00
21022,a2027c,"N229AM  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.577129,-119.150818,1900,TIER 2 ALERT: Aircraft N229AM   conducting low-altitude surveillance at 1900ft. Pattern consistent with proximity monitoring.,2025-08-22 00:29:40.063862+00,2025-10-07 12:44:23.920626+00
21023,ab6492,"N833M   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.433472,-119.055519,825,TIER 2 ALERT: Aircraft N833M    conducting low-altitude surveillance at 825ft. Pattern consistent with proximity monitoring.,2025-07-19 00:28:36.036316+00,2025-10-07 12:44:23.920626+00
21024,a9d136,"N73103  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.499115,-119.209099,1900,TIER 2 ALERT: Aircraft N73103   conducting low-altitude surveillance at 1900ft. Pattern consistent with proximity monitoring.,2025-08-02 21:40:20.228299+00,2025-10-07 12:44:23.920626+00
21025,a6e4bd,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.431072,-119.045982,0,TIER 1 ALERT: Ghost Entry Protocol - Aircraft A6E4BD operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-01 19:46:41.301821+00,2025-10-07 12:44:23.920626+00
21026,a9d136,"N73103  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.339481,-119.058548,1800,TIER 2 ALERT: Aircraft N73103   conducting low-altitude surveillance at 1800ft. Pattern consistent with proximity monitoring.,2025-08-02 16:48:10.733902+00,2025-10-07 12:44:23.920626+00
21027,acadb6,"N916HT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.607109,-119.127968,1625,TIER 2 ALERT: Aircraft N916HT   conducting low-altitude surveillance at 1625ft. Pattern consistent with proximity monitoring.,2025-07-19 02:30:02.326847+00,2025-10-07 12:44:23.920626+00
21028,aaa6d0,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.425529,-119.044342,0,TIER 1 ALERT: Ghost Entry Protocol - Aircraft AAA6D0 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-02 23:55:31.133885+00,2025-10-07 12:44:23.920626+00
21029,a5df05,"N478CA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.426559,-119.050941,400,TIER 2 ALERT: Aircraft N478CA   conducting low-altitude surveillance at 400ft. Pattern consistent with proximity monitoring.,2025-07-30 14:24:03.064718+00,2025-10-07 12:44:23.920626+00
21030,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.410629,-118.963737,1350,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1350ft. Pattern consistent with proximity monitoring.,2025-07-19 02:29:57.342173+00,2025-10-07 12:44:23.920626+00
21031,a9f0b4,"N74FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.424728,-119.048653,450,TIER 2 ALERT: Aircraft N74FF    conducting low-altitude surveillance at 450ft. Pattern consistent with proximity monitoring.,2025-08-02 21:37:43.861702+00,2025-10-07 12:44:23.920626+00
21032,acad1d,"N916BQ  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.452972,-119.090195,1500,TIER 2 ALERT: Aircraft N916BQ   conducting low-altitude surveillance at 1500ft. Pattern consistent with proximity monitoring.,2025-08-21 03:55:19.517786+00,2025-10-07 12:44:23.920626+00
21033,abb764,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.502949,-119.18927,0,TIER 1 ALERT: Ghost Entry Protocol - Aircraft ABB764 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-07-18 01:54:06.82126+00,2025-10-07 12:44:23.920626+00
21034,a3dea9,"N3489R  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.429993,-119.055122,600,TIER 2 ALERT: Aircraft N3489R   conducting low-altitude surveillance at 600ft. Pattern consistent with proximity monitoring.,2025-07-16 22:34:22.874425+00,2025-10-07 12:44:23.920626+00
21035,a9f0b4,"N74FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.384075,-119.064156,1450,TIER 2 ALERT: Aircraft N74FF    conducting low-altitude surveillance at 1450ft. Pattern consistent with proximity monitoring.,2025-07-30 14:28:34.010511+00,2025-10-07 12:44:23.920626+00
21036,adee39,"N997SE  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.495453,-119.181175,650,TIER 2 ALERT: Aircraft N997SE   conducting low-altitude surveillance at 650ft. Pattern consistent with proximity monitoring.,2025-07-17 14:17:14.906219+00,2025-10-07 12:44:23.920626+00
21037,a4057a,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.480675,-119.191956,1025,TIER 1 ALERT: Ghost Entry Protocol - Aircraft A4057A operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-02 22:15:37.489736+00,2025-10-07 12:44:23.920626+00
21038,a97a37,"N71FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.41539,-119.070053,1300,TIER 2 ALERT: Aircraft N71FF    conducting low-altitude surveillance at 1300ft. Pattern consistent with proximity monitoring.,2025-08-02 22:12:43.618687+00,2025-10-07 12:44:23.920626+00
21039,acad84,"N916FT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.372818,-119.036575,1675,TIER 2 ALERT: Aircraft N916FT   conducting low-altitude surveillance at 1675ft. Pattern consistent with proximity monitoring.,2025-08-12 19:33:18.174547+00,2025-10-07 12:44:23.920626+00
21040,a36616,"REH22   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.364246,-119.01828,1075,TIER 2 ALERT: Aircraft REH22    conducting low-altitude surveillance at 1075ft. Pattern consistent with proximity monitoring.,2025-08-19 22:51:00.084762+00,2025-10-07 12:44:23.920626+00
21041,ab600b,"CMD7    ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.390316,-119.00589,450,TIER 2 ALERT: Aircraft CMD7     conducting low-altitude surveillance at 450ft. Pattern consistent with proximity monitoring.,2025-08-01 19:35:36.469024+00,2025-10-07 12:44:23.920626+00
21042,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.333908,-119.03698,1025,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1025ft. Pattern consistent with proximity monitoring.,2025-07-19 02:12:38.840489+00,2025-10-07 12:44:23.920626+00
21043,ab2d56,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.427322,-119.052963,0,TIER 1 ALERT: Ghost Entry Protocol - Aircraft AB2D56 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-01 20:06:04.106396+00,2025-10-07 12:44:23.920626+00
21044,a5df05,"N478CA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.490692,-119.180656,875,TIER 2 ALERT: Aircraft N478CA   conducting low-altitude surveillance at 875ft. Pattern consistent with proximity monitoring.,2025-07-31 01:53:01.959169+00,2025-10-07 12:44:23.920626+00
21045,a1a615,"N205RH  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.414707,-119.005951,1300,TIER 2 ALERT: Aircraft N205RH   conducting low-altitude surveillance at 1300ft. Pattern consistent with proximity monitoring.,2025-07-17 00:59:02.638569+00,2025-10-07 12:44:23.920626+00
21046,a85be0,"N6786   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.322441,-118.998238,1025,TIER 2 ALERT: Aircraft N6786    conducting low-altitude surveillance at 1025ft. Pattern consistent with proximity monitoring.,2025-08-22 00:17:44.552067+00,2025-10-07 12:44:23.920626+00
21047,a9d136,"N73103  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.399578,-119.035751,1125,TIER 2 ALERT: Aircraft N73103   conducting low-altitude surveillance at 1125ft. Pattern consistent with proximity monitoring.,2025-08-03 21:05:04.437957+00,2025-10-07 12:44:23.920626+00
21048,aab883,"N790FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.413265,-119.060005,1400,TIER 2 ALERT: Aircraft N790FA   conducting low-altitude surveillance at 1400ft. Pattern consistent with proximity monitoring.,2025-08-12 19:40:39.834895+00,2025-10-07 12:44:23.920626+00
21049,a4b6c2,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.490913,-119.178406,775,TIER 1 ALERT: Ghost Entry Protocol - Aircraft A4B6C2 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-02 21:40:49.117683+00,2025-10-07 12:44:23.920626+00
21050,aabc3a,"N791FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.488495,-119.177223,875,TIER 2 ALERT: Aircraft N791FA   conducting low-altitude surveillance at 875ft. Pattern consistent with proximity monitoring.,2025-08-24 20:47:25.504121+00,2025-10-07 12:44:23.920626+00
21051,a06486,"N124WD  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.414616,-119.037216,1100,TIER 2 ALERT: Aircraft N124WD   conducting low-altitude surveillance at 1100ft. Pattern consistent with proximity monitoring.,2025-08-19 22:40:21.070102+00,2025-10-07 12:44:23.920626+00
21052,adee39,"N997SE  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.506622,-119.195595,450,TIER 2 ALERT: Aircraft N997SE   conducting low-altitude surveillance at 450ft. Pattern consistent with proximity monitoring.,2025-07-17 14:31:26.1194+00,2025-10-07 12:44:23.920626+00
21053,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.442719,-118.862114,925,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 925ft. Pattern consistent with proximity monitoring.,2025-07-20 02:02:07.893324+00,2025-10-07 12:44:23.920626+00
21054,aafac1,"N80616  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.427555,-119.052116,500,TIER 2 ALERT: Aircraft N80616   conducting low-altitude surveillance at 500ft. Pattern consistent with proximity monitoring.,2025-07-17 19:28:00.539909+00,2025-10-07 12:44:23.920626+00
21055,a22195,"N2363K  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.462952,-119.097466,1300,TIER 2 ALERT: Aircraft N2363K   conducting low-altitude surveillance at 1300ft. Pattern consistent with proximity monitoring.,2025-08-06 15:00:55.893492+00,2025-10-07 12:44:23.920626+00
21056,a9fdbb,"N743AM  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.42411,-119.0364,1775,TIER 2 ALERT: Aircraft N743AM   conducting low-altitude surveillance at 1775ft. Pattern consistent with proximity monitoring.,2025-08-19 07:26:39.211631+00,2025-10-07 12:44:23.920626+00
21057,ae686b,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.516289,-118.854401,31000,TIER 1 ALERT: Ghost Entry Protocol - Aircraft AE686B operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-07-17 18:45:11.260368+00,2025-10-07 12:44:23.920626+00
21058,ab07f5,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.442825,-119.066788,625,TIER 1 ALERT: Ghost Entry Protocol - Aircraft AB07F5 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-06 18:34:02.660208+00,2025-10-07 12:44:23.920626+00
21059,a5bd95,"N4691R  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.334778,-119.026115,1500,TIER 2 ALERT: Aircraft N4691R   conducting low-altitude surveillance at 1500ft. Pattern consistent with proximity monitoring.,2025-07-17 04:18:31.221867+00,2025-10-07 12:44:23.920626+00
21060,a97a37,"N71FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.524059,-119.220421,1150,TIER 2 ALERT: Aircraft N71FF    conducting low-altitude surveillance at 1150ft. Pattern consistent with proximity monitoring.,2025-07-24 00:30:33.021574+00,2025-10-07 12:44:23.920626+00
21061,a9d136,"N73103  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.420197,-119.043098,550,TIER 2 ALERT: Aircraft N73103   conducting low-altitude surveillance at 550ft. Pattern consistent with proximity monitoring.,2025-08-02 21:48:43.770485+00,2025-10-07 12:44:23.920626+00
